title,genre,runtime,release,domestic
The Apparition,Thriller,1 hrs. 22 min.,"August 24, 2012","$4,936,819"
Apparition Hill,Documentary,1 hrs. 54 min.,"August 5, 2016","$170,457"
The Apple,Unknown,1 hrs. 25 min.,"February 19, 1999",Unknown
The Apple Dumpling Gang,Western Comedy,1 hrs. 40 min.,"July 4, 1975","$36,853,000"
The Apple Dumpling Gang Rides Again,Western Comedy,1 hrs. 40 min.,"June 27, 1979","$20,931,111"
Appleseed,Animation,1 hrs. 45 min.,"January 14, 2005","$129,135"
Appointment with Death,Unknown,1 hrs. 48 min.,"April 15, 1988","$960,040"
Apprentice,Drama,1 hrs. 36 min.,"March 3, 2017","$2,578"
Approaching Midnight,Crime Drama,1 hrs. 26 min.,"August 30, 2013","$2,795"
Approaching the Unknown,Sci-Fi Thriller,1 hrs. 30 min.,"June 3, 2016",Unknown
Appropriate Behavior,Comedy,1 hrs. 28 min.,"January 16, 2015","$46,912"
Approved for Adoption,Animation,1 hrs. 10 min.,"November 8, 2013","$4,015"
Apres Vous,Foreign,1 hrs. 50 min.,"June 3, 2005","$830,292"
April and the Extraordinary World,Animation,1 hrs. 45 min.,"March 25, 2016","$295,488"
April Fool's Day,Horror,1 hrs. 28 min.,"March 28, 1986","$12,947,763"
April Showers,Drama,1 hrs. 34 min.,"April 24, 2009",Unknown
April's Shower,Romantic Comedy,1 hrs. 38 min.,"January 13, 2006","$16,377"
Apt Pupil,Thriller,1 hrs. 52 min.,"October 23, 1998","$8,863,193"
The Apu Trilogy,Drama,N/A,"May 8, 2015","$402,723"
Aqua Teen Hunger Force Colon Movie Film for Theaters,Animation,1 hrs. 27 min.,"April 13, 2007","$5,520,368"
Aquaman,Action / Adventure,N/A,"December 21, 2018",Unknown
Aquamarine,Family Comedy,1 hrs. 49 min.,"March 3, 2006","$18,597,342"
Aquarius,Drama,2 hrs. 22 min.,"October 14, 2016","$285,930"
Arabia,IMAX,N/A,"February 12, 2010",Unknown
Arabian Knight,Animation,1 hrs. 11 min.,"August 25, 1995","$669,276"
Arabian Nights,Action / Adventure,1 hrs. 27 min.,"December 25, 1942",Unknown
Arabian Nights:Volume 1 - The Restless One,Drama,2 hrs. 5 min.,"December 4, 2015",Unknown
Arabian Nights:Volume 2 - The Desolate One,Drama,2 hrs. 11 min.,"December 11, 2015",Unknown
Arabian Nights:Volume 3 - The Enchanted One,Foreign,2 hrs. 5 min.,"December 18, 2015",Unknown
Arachnophobia,Horror Comedy,1 hrs. 49 min.,"July 20, 1990","$53,208,180"
Ararat,Drama,2 hrs. 6 min.,"November 15, 2002","$1,555,959"
Arbitrage,Drama,1 hrs. 40 min.,"September 14, 2012","$7,919,574"
The Arbor,Documentary,1 hrs. 34 min.,"April 27, 2011","$21,620"
Archie's Final Project,Comedy,1 hrs. 45 min.,"September 23, 2011","$17,282"
Archipelago,Drama,1 hrs. 54 min.,"June 27, 2014","$7,791"
The Architect,Drama,1 hrs. 21 min.,"December 1, 2006","$13,737"
Arctic Tale,Documentary,1 hrs. 25 min.,"July 25, 2007","$833,532"
The Ardennes,Drama,1 hrs. 33 min.,"January 6, 2017","$5,638"
Ardor,Drama,1 hrs. 41 min.,"July 17, 2015","$18,565"
Are We Done Yet?,Family Comedy,1 hrs. 32 min.,"April 4, 2007","$49,662,533"
Are We There Yet?,Family Comedy,1 hrs. 34 min.,"January 21, 2005","$82,674,398"
Are You Here,Comedy,1 hrs. 54 min.,"August 22, 2014",Unknown
Area 51,Horror,1 hrs. 31 min.,"May 15, 2015","$7,556"
Argentina,Documentary,1 hrs. 25 min.,"June 17, 2016","$14,869"
Argento's Dracula 3D,Horror,1 hrs. 46 min.,"October 4, 2013","$8,139"
Argo,Drama / Thriller,2 hrs. 0 min.,"October 12, 2012","$136,025,503"
Aria,Unknown,1 hrs. 30 min.,"March 18, 1988","$1,028,679"
Arise from Darkness,Thriller,1 hrs. 30 min.,"January 6, 2017","$6,112"
Aristide and Endless Revolution,Documentary,1 hrs. 24 min.,"November 24, 2005","$6,998"
The Aristocats (Re-issue) (1980),Animation,1 hrs. 18 min.,"December 19, 1980","$18,000,000"
The Aristocats (Re-issue) (1987),Animation,1 hrs. 18 min.,"April 10, 1987","$17,452,658"
The Aristocrats,Documentary,1 hrs. 29 min.,"July 29, 2005","$6,377,461"
Arizona Dream,Unknown,2 hrs. 22 min.,"June 7, 1995","$112,547"
Arjun:The Warrior Prince,Animation,1 hrs. 36 min.,"May 25, 2012","$10,017"
The Ark of Mr. Chow,Comedy,1 hrs. 46 min.,"June 19, 2015","$54,075"
Arlington Road,Thriller,1 hrs. 59 min.,"July 9, 1999","$24,756,177"
Armaan:The Desire,Unknown,N/A,"May 16, 2003",Unknown
Armadillo,Foreign,1 hrs. 40 min.,"April 15, 2011","$14,566"
Armageddon,Sci-Fi Action,2 hrs. 24 min.,"July 1, 1998","$201,578,182"
Armed and Dangerous,Action Comedy,1 hrs. 28 min.,"August 15, 1986","$15,945,534"
The Armor of Light,Documentary,1 hrs. 30 min.,"October 30, 2015","$12,267"
Armored,Thriller,1 hrs. 28 min.,"December 4, 2009","$15,988,876"
The Armstrong Lie,Documentary,2 hrs. 2 min.,"November 8, 2013","$383,294"
Army of Crime,Foreign,2 hrs. 19 min.,"August 20, 2010","$37,031"
Army of Darkness,Horror Comedy,1 hrs. 21 min.,"February 19, 1993","$11,502,976"
Army of Shadows (1969),Foreign,2 hrs. 16 min.,"April 28, 2006","$741,766"
The Army of Shadows (2015 re-release),Drama,2 hrs. 25 min.,"August 26, 2015","$25,450"
Arnold's Park,Thriller,1 hrs. 43 min.,"July 20, 2007","$23,616"
Around a Small Mountain,Drama,1 hrs. 24 min.,"July 9, 2010","$33,216"
Around June,Fantasy Drama,1 hrs. 33 min.,"February 24, 2012","$12,578"
Around the Bend,Drama,1 hrs. 25 min.,"October 8, 2004","$193,637"
Around the World in 80 Days,Adventure Comedy,3 hrs. 8 min.,"October 17, 1956","$42,000,000"
Around the World in 80 Days,Family Adventure,2 hrs. 0 min.,"June 16, 2004","$24,008,137"
Arranged,Comedy / Drama,1 hrs. 30 min.,"December 14, 2007","$23,571"
The Arrangement,Drama,2 hrs. 5 min.,"November 18, 1969",Unknown
The Arrival,Sci-Fi Thriller,1 hrs. 49 min.,"May 31, 1996","$14,063,331"
Arrival,Sci-Fi,1 hrs. 56 min.,"November 11, 2016","$100,546,139"
Arsenic and Old Lace,Comedy,1 hrs. 58 min.,"September 23, 1944",Unknown
Art and Craft,Documentary,1 hrs. 29 min.,"September 19, 2014","$235,037"
Art Bastard,Documentary,1 hrs. 22 min.,"June 3, 2016",Unknown
Art Is... The Permanent Revolution,Documentary,1 hrs. 22 min.,"March 2, 2012","$4,291"
The Art of Being Straight,Comedy / Drama,1 hrs. 10 min.,"June 5, 2009","$12,831"
The Art of Flight 3D,Documentary,1 hrs. 20 min.,"December 7, 2012",Unknown
The Art of Getting By,Romance,1 hrs. 24 min.,"June 17, 2011","$1,430,241"
Art of Submission,Action Thriller,1 hrs. 59 min.,"September 21, 2012","$9,004"
The Art of the Steal,Documentary,1 hrs. 41 min.,"February 26, 2010","$544,890"
Art of the Steal,Comedy,1 hrs. 35 min.,"March 14, 2014","$64,065"
The Art of War,Action Thriller,1 hrs. 57 min.,"August 25, 2000","$30,208,599"
Art School Confidential,Comedy,1 hrs. 42 min.,"May 5, 2006","$3,297,137"
Artemisia,Period Drama,1 hrs. 37 min.,"May 8, 1998","$356,749"
Arthur,Romantic Comedy,1 hrs. 37 min.,"July 17, 1981","$95,461,682"
Arthur & Lancelot,Adventure,N/A,TBD,Unknown
Arthur (2011),Comedy,1 hrs. 50 min.,"April 8, 2011","$33,035,397"
Arthur 2:On the Rocks,Romantic Comedy,1 hrs. 53 min.,"July 8, 1988","$14,681,192"
Arthur and the Invisibles,Animation,1 hrs. 43 min.,"December 29, 2006","$15,132,763"
Arthur Christmas,Animation,1 hrs. 37 min.,"November 23, 2011","$46,462,469"
Arthur Newman,Romantic Comedy,1 hrs. 40 min.,"April 26, 2013","$207,853"
Article 99,Drama,1 hrs. 41 min.,"March 13, 1992","$6,375,979"
Artie Lange's Beer League,Sports Comedy,1 hrs. 26 min.,"September 15, 2006","$472,185"
The Artist,Comedy / Drama,1 hrs. 40 min.,"November 25, 2011","$44,671,682"
The Artist and the Model,Foreign,1 hrs. 45 min.,"August 2, 2013","$127,958"
Artists and Models,Comedy,1 hrs. 49 min.,"November 7, 1955",Unknown
The Aryan Couple,Historical Drama,2 hrs. 0 min.,"November 18, 2005","$290,211"
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
As Above/So Below,Thriller,1 hrs. 33 min.,"August 29, 2014","$21,321,100"
As Cool As I Am,Comedy / Drama,1 hrs. 32 min.,"June 7, 2013","$3,234"
As Good as Dead,Thriller,1 hrs. 31 min.,"October 8, 2010","$1,981"
As Good as It Gets,Romantic Comedy,2 hrs. 19 min.,"December 23, 1997","$148,478,011"
As I AM:The Life and Times of DJ AM,Documentary,1 hrs. 49 min.,"May 27, 2016",Unknown
As I Lay Dying,Drama,1 hrs. 49 min.,"October 11, 2013","$16,697"
As I Open My Eyes,Drama,1 hrs. 42 min.,"September 8, 2016","$30,989"
As It Is In Heaven,Drama,1 hrs. 26 min.,"July 18, 2014","$10,850"
As It Is in Heaven (2008),Unknown,2 hrs. 12 min.,"May 2, 2008","$10,236"
As Tears Go By,Foreign,1 hrs. 42 min.,"May 2, 2008","$9,436"
As You Like It,Period Comedy,N/A,N/A,Unknown
Asa Nu Maan Watan,Unknown,2 hrs. 59 min.,"May 14, 2004",Unknown
Asambhav,Foreign,2 hrs. 19 min.,"July 23, 2004","$19,504"
Ash Wednesday,Unknown,1 hrs. 39 min.,"October 11, 2002",Unknown
Ashby,Comedy / Drama,1 hrs. 40 min.,"September 25, 2015","$4,631"
Ashes of Time Redux,Foreign / Action,1 hrs. 33 min.,"October 10, 2008","$174,273"
Ask the Dust,Romantic Thriller,1 hrs. 57 min.,"March 10, 2006","$743,847"
Asoka,Foreign,2 hrs. 30 min.,"October 26, 2001","$731,277"
Aspen Extreme,Sports Comedy,1 hrs. 58 min.,"January 22, 1993","$8,041,049"
The Asphalt Jungle,Crime Drama,1 hrs. 52 min.,"May 23, 1950",Unknown
The Assassin,Action Drama,1 hrs. 47 min.,"October 16, 2015","$632,542"
Assassin's Creed,Action,2 hrs. 20 min.,"December 21, 2016","$54,647,948"
Assassination,Unknown,1 hrs. 28 min.,"January 9, 1987","$6,075,793"
Assassination (2015),Drama / Thriller,2 hrs. 20 min.,"August 7, 2015","$1,904,682"
Assassination of a High School President,Comedy,1 hrs. 30 min.,N/A,Unknown
The Assassination of Jesse James by the Coward Robert Ford,Western,2 hrs. 40 min.,"September 21, 2007","$3,909,149"
The Assassination of Richard Nixon,Drama,1 hrs. 35 min.,"December 29, 2004","$708,776"
Assassination Tango,Drama / Thriller,1 hrs. 54 min.,"March 28, 2003","$1,013,272"
Assassins,Action,2 hrs. 13 min.,"October 6, 1995","$30,303,072"
The Assault,Foreign,2 hrs. 24 min.,"September 19, 1986","$512,403"
The Assault (2012),Foreign / Action,1 hrs. 35 min.,"April 6, 2012",Unknown
Assault on Precinct 13,Action Thriller,1 hrs. 49 min.,"January 19, 2005","$20,040,895"
Assaulted:Civil Rights Under Fire,Documentary,1 hrs. 29 min.,"June 20, 2013","$6,905"
The Assignment,Action Thriller,1 hrs. 59 min.,"September 26, 1997","$332,597"
Assisted Living,Comedy,1 hrs. 17 min.,"February 2, 2005","$49,048"
The Associate,Comedy,1 hrs. 54 min.,"October 25, 1996","$12,844,057"
Asterix et Obelix Contre Cesar,Foreign,1 hrs. 45 min.,"June 4, 1999",Unknown
Asterix et Obelix:Mission Cleopatra,Foreign,1 hrs. 47 min.,"June 7, 2002","$3,115,188"
Astro Boy,Animation,1 hrs. 34 min.,"October 23, 2009","$19,551,067"
The Astronaut Farmer,Drama,1 hrs. 44 min.,"February 23, 2007","$11,003,643"
The Astronaut's Wife,Horror Thriller,1 hrs. 50 min.,"August 27, 1999","$10,672,566"
Asura:The City of Madness,Action / Crime,2 hrs. 16 min.,"October 7, 2016","$175,702"
Asylum,Romantic Thriller,1 hrs. 30 min.,"August 12, 2005","$375,403"
At Any Price,Adventure,1 hrs. 45 min.,"April 24, 2013","$380,594"
At Berkeley,Documentary,4 hrs. 4 min.,"November 8, 2013",Unknown
At Close Range,Unknown,1 hrs. 55 min.,"April 18, 1986","$2,347,000"
At First Sight,Romance,2 hrs. 4 min.,"January 15, 1999","$22,365,133"
At Long Last Love,Unknown,1 hrs. 58 min.,"March 6, 1975","$1,500,000"
At Middleton,Romance,1 hrs. 39 min.,"January 31, 2014","$53,837"
At Play in the Fields of the Lord,Drama,3 hrs. 0 min.,"December 6, 1991","$1,345,903"
ATL,Drama,1 hrs. 40 min.,"March 31, 2006","$21,170,563"
Atlantic City,Crime Drama,1 hrs. 43 min.,"April 3, 1981","$12,729,675"
Atlantis:The Lost Empire,Animation,1 hrs. 35 min.,"June 8, 2001","$84,056,472"
Atlas Shrugged Part III:Who Is John Galt?,Drama,N/A,"September 12, 2014","$846,704"
Atlas Shrugged:Part I,Drama,1 hrs. 42 min.,"April 15, 2011","$4,627,375"
Atlas Shrugged:Part II,Drama,1 hrs. 52 min.,"October 12, 2012","$3,336,053"
ATM,Thriller,1 hrs. 30 min.,"April 6, 2012","$3,010"
Atomic Blonde,Thriller,1 hrs. 55 min.,"July 28, 2017",Unknown
Atonement,Period Drama,2 hrs. 3 min.,"December 7, 2007","$50,927,067"
The Attack,Foreign,1 hrs. 42 min.,"June 21, 2013","$1,720,325"
Attack Force Z,Unknown,1 hrs. 24 min.,June 1982,Unknown
Attack of the 50 Ft. Woman,Sci-Fi,1 hrs. 5 min.,"May 19, 1958",Unknown
Attack of the Clones:The IMAX Experience (IMAX),IMAX,2 hrs. 0 min.,"November 1, 2002","$8,485,488"
Attack on Titan:Part 1,Animation,1 hrs. 30 min.,"September 30, 2015","$449,523"
Attack on Titan:Part 2,Action Fantasy,N/A,"October 20, 2015","$305,934"
Attack the Block,Sci-Fi Comedy,1 hrs. 28 min.,"July 29, 2011","$1,024,175"
The Attacks of 26/11,Foreign,1 hrs. 56 min.,"March 1, 2013","$248,346"
Attenberg,Foreign,1 hrs. 37 min.,"March 9, 2012","$24,036"
The Attorney,Foreign,2 hrs. 7 min.,"February 7, 2014","$557,236"
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
Au Hasard Balthazar (Re-issue),Unknown,1 hrs. 35 min.,"October 17, 2003","$45,406"
"Au Revoir, Les Enfants",Foreign,1 hrs. 41 min.,"February 12, 1988","$4,542,825"
Audition,Foreign / Horror,1 hrs. 55 min.,"August 8, 2001","$131,296"
August,Drama,1 hrs. 28 min.,"July 11, 2008","$12,636"
August (1996),Unknown,1 hrs. 34 min.,"April 19, 1996","$69,081"
August Evening,Drama,2 hrs. 7 min.,"September 5, 2008","$74,759"
August Rush,Fantasy Drama,1 hrs. 54 min.,"November 21, 2007","$31,664,162"
August:Osage County,Comedy / Drama,2 hrs. 10 min.,"December 27, 2013","$37,738,810"
Augustine,Foreign,1 hrs. 41 min.,"May 17, 2013","$107,352"
Auntie Mame,Comedy / Drama,2 hrs. 23 min.,"December 27, 1958",Unknown
The Aura,Foreign,2 hrs. 18 min.,"November 15, 2006","$58,804"
Aurangzeb,Foreign / Action,2 hrs. 20 min.,"May 17, 2013",Unknown
Aurora,Foreign,3 hrs. 1 min.,"June 29, 2011",Unknown
Aurora Borealis,Drama,1 hrs. 49 min.,"September 15, 2006","$60,729"
Austenland,Romantic Comedy,1 hrs. 37 min.,"August 16, 2013","$2,159,041"
Austin Powers in Goldmember,Comedy,1 hrs. 34 min.,"July 26, 2002","$213,307,889"
Austin Powers:International Man of Mystery,Comedy,1 hrs. 40 min.,"May 2, 1997","$53,883,989"
Austin Powers:The Spy Who Shagged Me,Comedy,1 hrs. 35 min.,"June 11, 1999","$206,040,086"
Australia,Period Adventure,2 hrs. 45 min.,"November 26, 2008","$49,554,002"
Author! Author!,Comedy,1 hrs. 50 min.,"June 18, 1982","$13,111,101"
Author:The JT LeRoy Story,Documentary,1 hrs. 51 min.,"September 9, 2016","$85,999"
Auto Focus,Drama,1 hrs. 45 min.,"October 18, 2002","$2,063,196"
Auto Shop of Horrors,Horror Comedy,1 hrs. 27 min.,"September 23, 2016","$4,300"
The Autobiography of Nicolae Ceausescu,Foreign,3 hrs. 0 min.,"September 9, 2011","$34,023"
Automatic Hate,Comedy / Drama,1 hrs. 37 min.,"March 11, 2016","$4,603"
The Autopsy of Jane Doe,Horror,1 hrs. 27 min.,"December 21, 2016",Unknown
Autumn,Foreign,1 hrs. 50 min.,"June 9, 2006","$12,655"
Autumn in New York,Romance,1 hrs. 44 min.,"August 11, 2000","$37,761,915"
Autumn Lights,Drama,1 hrs. 38 min.,"October 21, 2016",Unknown
Autumn Spring,Unknown,1 hrs. 37 min.,"August 22, 2003","$96,269"
Autumn Tale,Foreign,1 hrs. 10 min.,"July 9, 1999","$2,205,339"
Avalon,Period Drama,2 hrs. 8 min.,"October 5, 1990","$15,740,796"
Avatar,Sci-Fi Adventure,2 hrs. 40 min.,"December 18, 2009","$749,766,139"
Avatar 2,Sci-Fi Adventure,N/A,"December 18, 2020",Unknown
Avatar 3,Sci-Fi Adventure,N/A,"December 17, 2021",Unknown
Avatar 4,Sci-Fi Adventure,N/A,"December 20, 2024",Unknown
Avatar 5,Sci-Fi Adventure,N/A,"December 19, 2025",Unknown
Avatar:Special Edition,Sci-Fi Adventure,2 hrs. 40 min.,"August 27, 2010","$10,741,486"
The Avengers (1998),Action Comedy,1 hrs. 30 min.,"August 14, 1998","$23,384,939"
Avengers:Age of Ultron,Action / Adventure,2 hrs. 21 min.,"May 1, 2015","$459,005,868"
Avengers:Infinity War,Action / Adventure,N/A,"May 4, 2018",Unknown
Avenging Angel,Unknown,1 hrs. 33 min.,"January 11, 1985","$5,622,787"
Avenging Force,Action,1 hrs. 43 min.,"September 12, 1986","$4,679,650"
Avenue Montaigne,Foreign,1 hrs. 46 min.,"February 16, 2007","$2,044,858"
The Aviator,Period Drama,2 hrs. 48 min.,"December 17, 2004","$102,610,330"
The Aviator (1985),Unknown,1 hrs. 36 min.,"March 1, 1985","$1,304,192"
Awake,Thriller,1 hrs. 24 min.,"November 30, 2007","$14,377,198"
Awake:The Life of Yogananda,Documentary,1 hrs. 27 min.,"October 10, 2014","$1,539,680"
The Awakening,Unknown,1 hrs. 45 min.,"October 31, 1980","$8,415,112"
The Awakening (2012),Horror Thriller,1 hrs. 47 min.,"August 17, 2012","$209,696"
Awakenings,Drama,2 hrs. 0 min.,"December 22, 1990","$52,096,475"
Away from Her,Drama,1 hrs. 50 min.,"May 4, 2007","$4,571,521"
Away We Go,Comedy,1 hrs. 38 min.,"June 5, 2009","$9,451,946"
Awesome:I F%!#in' Shot That,Concert,1 hrs. 30 min.,"March 31, 2006","$162,538"
The Awful Truth,Romantic Comedy,1 hrs. 31 min.,"October 21, 1937",Unknown
An Awfully Big Adventure,Unknown,1 hrs. 52 min.,"July 21, 1995","$259,724"
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
Axe Giant:The Wrath of Paul Bunyan,Horror,1 hrs. 30 min.,"May 31, 2013",Unknown
Ayn Rand:A Sense of Life,Documentary,2 hrs. 25 min.,"February 13, 1998","$205,246"
Ayurveda:The Art of Being,Documentary,1 hrs. 42 min.,"July 17, 2002","$32,267"
Azumi,Foreign / Action,2 hrs. 8 min.,"July 21, 2006","$41,803"
Dunkirk,Action Thriller,1 hrs. 46 min.,"July 21, 2017",Unknown
B-Side,Romance,1 hrs. 38 min.,"July 10, 2015","$8,870"
The B-Side:Elsa Dorfman's Portrait Photography,Documentary,1 hrs. 16 min.,"June 30, 2017",Unknown
B. Monkey,Unknown,1 hrs. 30 min.,"September 10, 1999","$39,371"
B.A.P.S.,Comedy,1 hrs. 30 min.,"March 28, 1997","$7,246,735"
B.F.'s Daughter,Drama,1 hrs. 48 min.,"March 24, 1948",Unknown
B.O.O.:Bureau of Otherworldly Operations,Animation,N/A,TBD,Unknown
Baadasssss!,Unknown,1 hrs. 48 min.,"May 28, 2004","$365,727"
The Baader Meinhof Complex,Foreign,2 hrs. 30 min.,"August 21, 2009","$476,270"
Baadshah,Foreign,2 hrs. 47 min.,"August 27, 1999","$660,216"
Baaghi,Action Comedy,2 hrs. 13 min.,"April 29, 2016","$438,207"
Baahubali 2:The Conclusion,Action / Adventure,2 hrs. 47 min.,"April 28, 2017","$20,186,659"
Baahubali:The Beginning,Action / Adventure,2 hrs. 39 min.,"July 9, 2015","$6,738,000"
Baar Baar Dekho,Comedy / Drama,2 hrs. 21 min.,"September 9, 2016","$981,947"
Bab'Aziz - The Prince Who Contemplated His Soul,Foreign,1 hrs. 38 min.,"February 8, 2008","$89,672"
The Babadook,Horror,1 hrs. 32 min.,"November 28, 2014","$964,413"
"Babar, King of Elephants",Animation,1 hrs. 18 min.,"February 26, 1999",Unknown
Babar:The Movie,Unknown,1 hrs. 19 min.,"July 28, 1989","$1,305,187"
Babe,Family,1 hrs. 32 min.,"August 4, 1995","$63,658,910"
The Babe,Sports Drama,1 hrs. 55 min.,"April 17, 1992","$17,530,973"
Babe:Pig in the City,Family Adventure,1 hrs. 30 min.,"November 25, 1998","$18,319,860"
Babel,Drama,2 hrs. 22 min.,"October 27, 2006","$34,302,837"
Babette's Feast,Foreign,1 hrs. 43 min.,"March 4, 1988","$4,398,938"
Babies,Documentary,1 hrs. 19 min.,"May 7, 2010","$7,320,323"
Baby Blues,Drama,1 hrs. 26 min.,"January 11, 2008","$17,234"
Baby Boom,Comedy,1 hrs. 50 min.,"October 9, 1987","$26,712,476"
Baby Boy,Drama,2 hrs. 9 min.,"June 27, 2001","$28,734,552"
Baby Doll,Drama,1 hrs. 54 min.,"December 18, 1956",Unknown
Baby Driver,Action / Crime,1 hrs. 52 min.,"June 28, 2017",Unknown
Baby Face,Drama,1 hrs. 16 min.,"July 1, 1933",Unknown
Baby Geniuses,Family Comedy,1 hrs. 35 min.,"March 12, 1999","$27,250,736"
Baby Mama,Comedy,1 hrs. 36 min.,"April 25, 2008","$60,494,212"
Baby's Day Out,Family Comedy,1 hrs. 39 min.,"July 1, 1994","$16,827,402"
"Baby, It's You",Unknown,1 hrs. 45 min.,"March 4, 1983","$1,867,792"
The Baby-Sitters Club,Family,1 hrs. 34 min.,"August 18, 1995","$9,685,976"
Baby:Secret of the Lost Legend,Family Adventure,1 hrs. 35 min.,"March 22, 1985","$14,972,297"
Babylon A.D.,Sci-Fi Thriller,1 hrs. 30 min.,"August 29, 2008","$22,532,572"
The Babymakers,Comedy,1 hrs. 35 min.,"August 3, 2012","$7,889"
The Babysitters,Drama,1 hrs. 30 min.,"May 9, 2008","$44,852"
The Bachelor,Romantic Comedy,1 hrs. 42 min.,"November 5, 1999","$21,760,240"
The Bachelor and the Bobby-Soxer,Comedy,1 hrs. 35 min.,"July 24, 1947",Unknown
Bachelor Party,Comedy,1 hrs. 45 min.,"June 29, 1984","$38,435,947"
Bachelorette,Comedy,1 hrs. 31 min.,"September 7, 2012","$447,954"
The Bachelors,Drama,1 hrs. 39 min.,"October 20, 2017",Unknown
Bachna Ae Haseeno,Foreign,2 hrs. 33 min.,"August 15, 2008","$702,166"
Back Door Channels,Documentary,1 hrs. 35 min.,"September 16, 2011","$12,139"
Back in Time (Congcong Nanian),Foreign,N/A,"December 12, 2014","$569,280"
Back Roads,Comedy,1 hrs. 44 min.,"March 13, 1981","$11,809,387"
Back to 1942,Foreign,2 hrs. 26 min.,"November 30, 2012","$312,954"
Back to Bataan,War,1 hrs. 35 min.,"May 31, 1945",Unknown
Back to Normandy,Documentary,1 hrs. 53 min.,"July 30, 2008",$503
Back to School,Comedy,1 hrs. 36 min.,"June 13, 1986","$91,258,000"
Back to the Beach,Comedy,1 hrs. 32 min.,"August 7, 1987","$13,110,903"
Back to the Future,Sci-Fi Adventure,1 hrs. 51 min.,"July 3, 1985","$210,609,762"
Back to the Future Day,Action Comedy,N/A,"October 21, 2015","$1,650,000"
Back to the Future Part II,Sci-Fi Adventure,1 hrs. 48 min.,"November 22, 1989","$118,450,002"
Back to the Future Part III,Western,1 hrs. 58 min.,"May 25, 1990","$87,727,583"
Back to the Jurassic,Animation,1 hrs. 26 min.,"June 9, 2015","$4,351"
The Back-Up Plan,Romantic Comedy,1 hrs. 38 min.,"April 23, 2010","$37,490,007"
Backbeat,Music Drama,1 hrs. 40 min.,"April 15, 1994","$2,392,589"
Backcountry,Drama / Thriller,1 hrs. 32 min.,"March 20, 2015","$13,848"
Backdraft,Action Drama,2 hrs. 15 min.,"May 24, 1991","$77,868,585"
Backgammon,Drama,1 hrs. 29 min.,"March 11, 2016",Unknown
Backseat,Comedy,1 hrs. 20 min.,"March 28, 2008","$12,343"
Backstage,Documentary,1 hrs. 27 min.,"September 6, 2000","$1,191,835"
Backstage (2006),Foreign,1 hrs. 55 min.,"November 22, 2006","$12,663"
Backstreet Boys:Show 'Em What You're Made Of,Documentary,1 hrs. 41 min.,"January 30, 2015","$153,068"
Backwards,Drama,1 hrs. 29 min.,"September 21, 2012",Unknown
The Backyard,Documentary,1 hrs. 20 min.,"August 29, 2003","$3,200"
The Bad and the Beautiful,Drama,1 hrs. 59 min.,December 1952,Unknown
Bad Asses on the Bayou,Action Comedy,1 hrs. 25 min.,"March 6, 2015",Unknown
The Bad Batch,Thriller,1 hrs. 58 min.,"June 23, 2017",Unknown
Bad Blood (re-issue),Foreign,1 hrs. 45 min.,"April 27, 2001","$5,812"
Bad Blood the Hunger,Horror,1 hrs. 47 min.,"October 26, 2012","$3,731"
Bad Boys,Action Comedy,2 hrs. 3 min.,"April 7, 1995","$65,807,024"
Bad Boys (1983),Unknown,1 hrs. 43 min.,"March 25, 1983","$9,190,819"
Bad Boys 4,Action / Adventure,N/A,TBD,Unknown
Bad Boys for Life,Action / Crime,N/A,"November 9, 2018",Unknown
Bad Boys II,Action Comedy,2 hrs. 27 min.,"July 18, 2003","$138,608,444"
Bad Company,Action Comedy,1 hrs. 57 min.,"June 7, 2002","$30,160,161"
Bad Company (1972),Western,1 hrs. 33 min.,"October 8, 1972",Unknown
Bad Company (1995),Crime Thriller,1 hrs. 48 min.,"January 20, 1995","$3,674,841"
Bad Dads,Comedy,N/A,TBD,Unknown
Bad Day at Black Rock,Drama / Thriller,1 hrs. 21 min.,"January 7, 1955",Unknown
Bad Dreams,Unknown,1 hrs. 20 min.,"April 8, 1988","$9,797,098"
Bad Education,Foreign,1 hrs. 49 min.,"November 19, 2004","$5,211,842"
The Bad Education Movie,Unknown,N/A,TBD,Unknown
Bad Girls,Western,1 hrs. 39 min.,"April 22, 1994","$15,240,435"
Bad Grandmas,Comedy,1 hrs. 29 min.,"October 6, 2017",Unknown
Bad Hurt,Drama,1 hrs. 41 min.,"February 12, 2016",Unknown
Bad Influence,Thriller,1 hrs. 39 min.,"March 9, 1990","$12,626,043"
The Bad Kids,Documentary,1 hrs. 41 min.,"December 16, 2016","$6,226"
Bad Lieutenant,Crime Drama,1 hrs. 36 min.,"November 20, 1992","$2,000,022"
Bad Lieutenant:Port of Call New Orleans,Crime Drama,2 hrs. 1 min.,"November 20, 2009","$1,702,112"
Bad Manners,Unknown,1 hrs. 28 min.,"October 9, 1998","$31,687"
Bad Medicine,Unknown,1 hrs. 38 min.,"November 22, 1985","$2,685,453"
Bad Milo!,Horror Comedy,1 hrs. 24 min.,"October 4, 2013","$19,613"
Bad Moms,Comedy,1 hrs. 41 min.,"July 29, 2016","$113,257,297"
